index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
1480,경상남도,김해시,(주)금아스틸 제3공장,그 외 기타 1차 철강 제조업,이종접합·고기능성 강판,"1,110억 4,937만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/S01uS3pxd2ZXVkk0VXRHbEsweVhkZz09/company_nm/%28%EC%A3%BC%29%EA%B8%88%EC%95%84%EC%8A%A4%ED%8B%B8?nomo=1,https://kumah.co.kr/,철강재 가공·전자부품 소재 제조 기업
1481,경상남도,양산시,한국이콜랩(유) 양산공장,그 외 기타 분류 안된 화학제품 제조업,고순도 콜로이드 실리카·수처리·산업용 화학제품,"2,322억 5,843만원",중견기업,예,2025.11 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/MGNLbDhBcXBuamREeHNoRENVWTVtZz09/company_nm/%ED%95%9C%EA%B5%AD%EC%9D%B4%EC%BD%9C%EB%9E%A9%28%EC%9C%A0%29,https://ko-kr.ecolab.com/,"화학제품·반도체 소재 제조 기업, 이콜랩 계열사"
1482,경상남도,함안군,(주)항공우주방산단조 제1공장,유압기기·금속 단조제품 제조업,항공우주·방산 정밀단조품·수소용기·유압프레스 설비,"897억 6,641만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/UFVVY2JWTzBKWG5qdWoxVyt2MzhPQT09/company_nm/%28%EC%A3%BC%29%ED%95%AD%EA%B3%B5%EC%9A%B0%EC%A3%BC%EB%B0%A9%EC%82%B0%EB%8B%A8%EC%A1%B0,미등록,항공우주·방산 단조 제조 기업
1483,경상남도,함안군,(주)항공우주방산단조 제2공장,유압기기·금속 단조제품 제조업,항공우주·방산 정밀단조품·수소용기·유압프레스 설비,"897억 6,641만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/UFVVY2JWTzBKWG5qdWoxVyt2MzhPQT09/company_nm/%28%EC%A3%BC%29%ED%95%AD%EA%B3%B5%EC%9A%B0%EC%A3%BC%EB%B0%A9%EC%82%B0%EB%8B%A8%EC%A1%B0,미등록,항공우주·방산 단조 제조 기업
1484,경상남도,양산시,(주)세동 양산공장,자동차 신품 부품 제조업,자동차 도어벨트·웨이스트라인 몰딩·사이드몰딩,"1,773억 276만 8,152원",중견기업,아니오,2025 K-IFRS 별도,https://kind.krx.co.kr/external/2026/03/23/000527/20260323002455/11011.htm,미등록,자동차부품 제조 기업
1485,경상남도,창원시,(주)삼현 창원 제2공장,자동차부품·전동화·방산 부품 제조업,로봇 액추에이터·모터·자동차·방산 구동부품,"945억 9,111만 5,131원",중소기업,아니오,2025 K-IFRS 별도,https://kind.krx.co.kr/external/2026/03/19/000903/20260319003925/11011.htm,http://www.samhyun.co.kr/,자동차·방산·로봇 구동부품 제조 기업
1486,전북특별자치도,군산시,유신정밀공업,자동차부품 제조업,"자동차 부품, 동력부품, 쿠션스프링, 리턴스프링","2,004억 6,437만원",중견기업,아니오,2025.12 개별·외감,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/ZHpNSTg3Y2xJZEpPdlc0cmsyeFFJdz09/company_nm/%EC%9C%A0%EC%8B%A0%EC%A0%95%EB%B0%80%EA%B3%B5%EC%97%85%28%EC%A3%BC%29 ; https://www.jobkorea.co.kr/company/1705663,http://www.ysptech.com,"군산시 산단남북로 110(오식도동) 군산공장. 자동차부품·동력부품·쿠션스프링·리턴스프링 생산. 동일 법인의 인천 사업장 행은 기존 존재하나, 전북 생산거점 단위로 별도 추가."
1487,전북특별자치도,정읍시,동원페이퍼,골판지원지·판지 제조업,"골판지원지, 이면지, 골심지, 지관원지",960억 452만원,중견기업,아니오,2025.12 개별·외감,https://kind.krx.co.kr/ ; https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/cko3UGR6M0MrckdFYS9ackgxNlVOUT09/company_nm/%EB%8F%99%EC%9B%90%ED%8E%98%EC%9D%B4%ED%8D%BC%28%EC%A3%BC%29,http://www.tailim.com,정읍공장 운영 확인. 2025년 골판지원지 생산실적 확인. 글로벌세아그룹 계열 민간 중견기업.
1488,전북특별자치도,익산시,사조씨푸드 익산공장,수산식품·조미김 제조업,"조미김, 김 가공제품","2,380억 2,000만원",중견기업,아니오,2025.12 연결·K-IFRS,https://dart.fss.or.kr/ ; https://sf.sajo.co.kr,https://sf.sajo.co.kr,익산시 석암로9길 26. 조미김 제조공장. 동일 법인의 부산 사업장과 별도로 전북 생산거점 단위 등록.
1489,전북특별자치도,군산시,한국바스프 군산공장,정밀화학·영양소재 제조업,"비타민 B2(리보플라빈), 동물영양용 원료","2조 5,410억 3,904만원",중견기업,예,2025.12 개별·외감,https://www.basf.com/kr/ko/media/news-releases/kr/2023/05/P-23-13 ; https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/TXVuV3ZMSlBFRGF4eXV4WkdXS24wQT09/company_nm/%ED%95%9C%EA%B5%AD%EB%B0%94%EC%8A%A4%ED%94%84%28%EC%A3%BC%29,https://www.basf.com/kr/ko,군산시 외항4길 57. BASF 공식자료에서 군산 생산시설 확인. 외국인투자기업.
1490,충청북도,청주시,동원F&B 청주공장,식품 제조업,조미김·김부각,"4조 8,777억원",대기업,아니오,2025 연결,https://www.dongwonfnb.com/services/Company/Businesses,https://www.dongwonfnb.com/,청주시 흥덕구 공단로 40. 회사 공식 사업장 자료에 청주공장과 주요생산품 조미김·김부각을 현재 명시. 2025년 동원산업 100% 자회사 편입 후에도 동원F&B 법인 및 청주공장 존속.
1491,충청북도,청주시,현대바이오랜드 오창공장,의료기기 제조업,재생 의료기기·생체고분자·조직재생 의료기기,"1,305억 512만원",대기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/12/000904/20260312002495/11011.htm,https://www.hyundaibioland.co.kr/,"청주 오창 제3공장. 2025년 의료기기 생산실적 11,965,269천원, 평균가동률 62.4%로 실제 가동 확인. 오송공장과 별도 생산거점."
1492,충청북도,청주시,에스앤디 오송공장,식품소재 제조업,천연·혼합 조제조미료·식품첨가물·건강기능식품 소재,"1,509억 3,700만원",중견기업,아니오,2025,https://kind.krx.co.kr/external/2026/03/16/001591/20260316004830/11011.htm,http://www.isnd.co.kr/,"청주시 흥덕구 오송읍 오송생명4로 163. 본점·공장 소재지로 확인되며 2025년 매출 1,509억원. 식품소재 직접 제조."
1493,충청북도,청주시,신풍제약 오송공장,의약품 제조업,완제의약품·원료의약품,"2,175억 4,556만원",중견기업,아니오,2025 별도,https://kind.krx.co.kr/external/2026/03/10/001857/20260310004120/00591.htm,https://www.shinpoong.co.kr/,청주시 흥덕구 오송읍 오송생명5로 41-15. 회사 공식 사업장에 오송공장 명시. 기존 공장 운영 중이며 2025~2028년 오송2공장 증축·생산설비 투자 진행.
1494,충청북도,청주시,서흥 오송2공장,건강기능식품 제조업,건강기능식품·젤리 제형,"3,556억 3,340만원",중견기업,아니오,2025 별도,https://kind.krx.co.kr/external/2025/05/14/001121/20250514002436/11013.htm,https://www.suheung.com/,청주시 흥덕구 오송읍 오송생명2로 20. KRX 공시에서 서흥이 현재 운영하는 오송2공장으로 명시. 오송1공장과 별도 생산거점.
1495,충청북도,청주시,서흥헬스케어 1공장(오창),건강기능식품 제조업,액상·젤리형 건강기능식품 OEM·ODM,"1,652억 2,074만원",중견기업,아니오,2025,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/OXVUSFg3am81d0ZOeTZtN2pTVVhiZz09/company_nm/%28%EC%A3%BC%29%EC%84%9C%ED%9D%A5%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4,https://www.suheung.com/,"청주시 청원구 오창읍 연구단지로 216. 2022년 서흥 액상·젤리 사업부문 분할로 서흥헬스케어 출범. 2025년 NICE 기준 매출 1,652억원."
1496,충청북도,청주시,서흥헬스케어 2공장(청주),건강기능식품 제조업,건강기능식품 제조·포장,"1,652억 2,074만원",중견기업,아니오,2025,https://www.suheung.com/theme/suheung/img/2024_sustainability_report.pdf,https://www.suheung.com/,청주시 흥덕구 공단로126번길 62. 서흥 지속가능경영보고서에서 서흥헬스케어 2공장(청주) 생산거점으로 명시. 2023년 위너웰 흡수합병으로 생산거점 승계.
1497,경상남도,김해시,(주)스맥 김해공장,금속 공작기계·산업용 로봇 제조업,CNC선반·머시닝센터·산업용 로봇·자동화장비,"1,535억 9,145만 4,239원",중견기업,아니오,2025 K-IFRS 연결,https://kind.krx.co.kr/external/2026/03/23/002508/20260323010525/11011.htm,https://www.esmec.com/,공작기계·산업용 로봇 제조 기업
1498,경상남도,거제시,디케이(주) 거제공장,선박 구성 부분품 제조업,선박블록·선박 구성 부분품·산업용 기계,"859억 8,467만원",중소기업,아니오,2025 개별,https://www.saramin.co.kr/zf_user/jobs/view?rec_idx=54230652,미등록,선박 구성 부분품 제조 기업
1499,경상남도,창원시,(주)금아하이드파워 1사업장,유압기기 제조업,유압기기 정밀가공품·방산 부품,"1,422억 1,791만원",중소기업,아니오,2025 개별,https://m.saramin.co.kr/job-search/company-info-view/finance?csn=aTdNZGw3Z2h5QnY0dzFESGNKYnJ4dz09&t_ref_content=generic,https://www.kumahydpower.com/,유압기기·방산 부품 제조 기업
1500,경상남도,창원시,(주)금아하이드파워 2사업장,유압기기 제조업,유압기기·방산 부품,"1,422억 1,791만원",중소기업,아니오,2025 개별,https://m.saramin.co.kr/job-search/company-info-view/finance?csn=aTdNZGw3Z2h5QnY0dzFESGNKYnJ4dz09&t_ref_content=generic,https://www.kumahydpower.com/,유압기기·방산 부품 제조 기업
1501,경상남도,양산시,(주)상농전선 양산공장,절연선 및 케이블 제조업,절연코드·에나멜와이어·전선·전자부품,"1,046억 9,000만원",중소기업,아니오,2025 개별,https://www.jobkorea.co.kr/company/44708459/info,미등록,"전선·전자부품 제조 기업, 상농전선그룹 계열사"
1502,경상남도,창녕군,보그워너창녕 유한책임회사 창녕공장,자동차용 신품 전기장치 제조업,시동모터·발전기·구동모터·인버터,"2,872억 697만 8,000원",중견기업,예,2025 개별,https://spn.stockplus.com/news/api/v1/disclosure_views/koscom/488067,미등록,"자동차 전장·전동화 부품 제조 기업, BorgWarner 계열사"
1503,대구광역시,남구,한창실업,금속구조물·창호·철강구조물 제조·시공업,금속창호·철강구조물·디자인펜스·가드레일 등 도로안전시설물,"1,004억 3,413만원",중소기업,아니오,2025.12 개별,https://www.saramin.co.kr/zf_user/company-info/view-inner-finance/csn/L0xRbGx2cjN4QmtZZ1VKalRpYkdnZz09/company_nm/%ED%95%9C%EC%B0%BD%EC%8B%A4%EC%97%85%28%EC%A3%BC%29,http://www.fence6903.co.kr,"NICE평가정보 기반 2025 매출 1,004억 3,413만원 확인; 2026년 대구 남구 본사 채용 및 계속사업 상태 확인; 금속구조물·창호·철강구조물 및 도로안전시설물 생산·시공; 폐업·합병·대구 사업장 폐쇄 이슈 미확인"
1504,대구광역시,중구,대성에너지,연료용 가스 제조 및 배관공급업·집단에너지사업,도시가스(LNG)·열·전기,"1조 174억 9,494만원",중견기업,아니오,2025.12 개별,https://kind.krx.co.kr/external/2026/03/18/001629/20260318007541/11011.htm,https://www.daesungenergy.com/,2025 사업보고서 기준 매출 1조원 이상 확인; 대구 중구 본사 소재 민간 중견기업; 도시가스 공급 및 죽곡지구 집단에너지사업에서 열·전기 생산·공급; 2026년 법인·사업 존속 확인; 폐쇄·합병·운영중단 이슈 미확인
1505,대전광역시,유성구,SK바이오텍,원료의약품·의약품 중간체 제조업,API·의약품 중간체,"2,159억 9,067만원",대기업,아니오,2025년,https://search.naver.com/search.naver?query=SK바이오텍+대전,https://www.skpamtek.com/,SK팜테코 계열사
1506,대전광역시,유성구,대산에프앤비,육류·축산물 가공업,돈육·우육 가공제품,"1,108억 6,500만원",중견기업,아니오,2025년 별도,https://search.naver.com/search.naver?query=대산에프앤비+대전공장,미등록,식품 제조기업
1507,충청북도,청주시,오리온 청주4공장,과자류 제조업,비스킷·파이·스낵·과자류,"1조 1,458억 3,831만원",대기업,아니오,2025 별도,https://kind.krx.co.kr/external/2026/03/18/001895/20260318008667/11011.htm,https://www.orionworld.com/html/20,"청주시 흥덕구 월명로 249. 오리온 공식 공장 목록에 청주4공장으로 현재 등재. 2025 별도 매출 1조 1,458억원. 폐업·이전·매각 정황 없음."
1508,충청북도,청주시,오리온 청주5공장,과자류 제조업,비스킷·파이·스낵·과자류,"1조 1,458억 3,831만원",대기업,아니오,2025 별도,https://kind.krx.co.kr/external/2026/03/18/001895/20260318008667/11011.htm,https://www.orionworld.com/html/20,청주시 흥덕구 월명로 183. 오리온 공식 공장 목록에 청주5공장으로 현재 등재. 청주4공장과 별도 생산거점. 폐업·이전·매각 정황 없음.
1509,충청북도,청주시,한일시멘트 청주공장,레미콘 제조업,레디믹스트 콘크리트(레미콘),"1조 110억 9,578만원",대기업,아니오,2025 별도,https://kind.krx.co.kr/external/2026/02/25/001883/20260225004324/00591.htm,https://www.hanilcement.com/html/map_new/chungju.html,"청주시 흥덕구 직지대로307번길 3. 한일시멘트 공식 레미콘 공급망에 청주공장 현재 등재. 2025 공장등록증명서상 레미콘 제조업, 제조시설 및 종업원 확인. 2025년 한일현대시멘트 흡수합병 후 존속법인은 한일시멘트."
1510,경상남도,밀양시,(주)한국카본 초동공장,그 외 기타 분류 안된 비금속 광물제품 제조업,연마제,"9,088억 1,000만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/19/001930/20260319008018/11011.htm,https://www.hcarbon.com/,복합소재 제조 기업
1511,경상남도,함양군,(주)한국카본 함양공장,"탄소섬유 제조업,그 외 기타 분류 안된 비금속 광물제품 제조업",탄소섬유·복합소재,"9,088억 1,000만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/19/001930/20260319008018/11011.htm,https://www.hcarbon.com/,복합소재 제조 기업
1512,경상남도,사천시,(주)한국카본 가산공장,항공기용 부품 제조업,항공기 복합소재 부품,"9,088억 1,000만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/19/001930/20260319008018/11011.htm,https://www.hcarbon.com/,복합소재·항공부품 제조 기업
1513,경상남도,밀양시,(주)한국카본 사포2공장,"항공기용 부품 제조업,자동차 구조 및 장치 변경업",아라미드 허니컴 코어·자동차용 배터리 케이스,"9,088억 1,000만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/19/001930/20260319008018/11011.htm,https://www.hcarbon.com/,복합소재·항공·자동차부품 제조 기업
1514,경상남도,거제시,(주)한국카본 거제공장,선박 구성 부분품 제조업,선박용 파이프,"9,088억 1,000만원",중견기업,아니오,2025 연결,https://kind.krx.co.kr/external/2026/03/19/001930/20260319008018/11011.htm,https://www.hcarbon.com/,복합소재·선박부품 제조 기업
